	18.SPF.CD	11.CON.HFD	20.SPF.HFD	24.SPF.HFD	2.CON.HFD	23.SPF.HFD	17.SPF.CD	1.CON.CD	3.CON.CD	13.SPF.CD	21.SPF.HFD	14.SPF.CD	16.SPF.CD	10.CON.HFD	12.CON.CD	15.SPF.CD	22.SPF.HFD	9.CON.CD	5.CON.CD	6.CON.HFD	8.CON.HFD	19.SPF.HFD	7.CON.CD	4.CON.HFD
OTU_8	59.3943445748527	104.210048715255	118.034373672034	76.8226156904443	73.3275227580864	106.470933911943	44.6026432484132	2106.91083452357	378.59181460129	18.4714032411035	37.8216208207813	37.4675885911841	151.328415187784	206.151783319925	420.577590107073	120.561787336609	13	173.883480898107	2257.2976054732	32.2604651162791	31.4733184670435	53.1769305962854	2176.34379989356	57.3075793184489
OTU_143	32.2017530827515	322.292004967046	138.502762170074	169.009754518977	149.453805926787	112.349697134075	17.5897748021911	0.589675576412977	0	14.3004412189188	282.591732925083	0	0	349.52802359882	0	2.00936312227681	142	0	0	166.679069767442	275.766218949334	401.319648093842	0.640855064750754	195.97777124951
OTU_58	72.9906403209033	333.334129334225	189.673733415175	414.842124728399	158.409839240751	186.814031281078	278.923571863316	196.361966945521	67.6351389919516	106.657457424436	185.540026667984	75.6290214155383	109.582645480809	305.352641458836	127.117579047906	66.3089830351349	398	139.248153402143	171.356898517674	207.676744186047	220.313229269305	86.4125122189638	150.600940216427	201.637779083431
OTU_382	42.2200762640519	443.755373006018	30.0203031304594	65.4662290231612	8.39628123184195	8.49154687641262	16.3333623163203	21.2283207508672	3.29927507277813	13.1087377840089	82.0657810262235	48.5690963219053	15.6546636401156	350.30303030303	262.951792087669	30.1404468341522	230	215.587242576921	166.413911060433	5.37674418604651	19.4834828605507	77.2727272727273	32.6836083022884	14.8575205640423
OTU_54	32.9173475957015	131.815359633203	23.1975069644459	81.4987749063844	68.849506101104	57.4812403941777	25.1282497174159	17.1005917159763	5.77373137736172	13.7045895014639	66.3662403081634	18.039950062422	38.0184688402806	156.551354250469	8.71663399185643	25.451932882173	28	12.7231815291298	17.0258456860509	98.1255813953488	130.389462220609	26.5884652981427	25.6342025900302	79.2401096748923
OTU_5	31.4861585698014	0	83.2381132253647	0	0.559752082122797	0	1882.73411007738	1806.76596612936	2346.60939551344	2512.70669250753	0	1856.72716796312	562.076970697482	0.775006704210244	0.726386165988036	2522.42050616483	0	0	1408.20220448499	0	0	0	64.7263615398261	0
OTU_27	42.9356707770019	547.275288948324	186.94461494877	326.663122370672	312.341661824521	231.231353403851	17.5897748021911	1.76902672923893	0	28.0050307203827	532.357153439676	1.38768846634015	0.745460173338836	585.905068382944	0	1.33957541485121	229	0.706843418284988	0	288.327906976744	516.312295804595	832.551319648094	0.640855064750754	339.600470035253
OTU_67	19.3210518496509	4.83092941064094	27.9734642806554	12.0244094124174	13.4340499709471	29.3938161106591	10.6795061299017	87.8616608855336	17.3211941320852	7.74607232691435	4.28169292310731	24.9783923941227	5.21822121337185	6.9750603378922	30.5082189714975	58.9413182534532	11	11.3094946925598	17.0258456860509	26.2116279069767	10.4911061556812	36.5591397849462	78.184317899592	10.6125146886016
OTU_64	47.2292378547021	9.66185882128188	7.50507578261485	8.68429568674587	35.2643811737362	4.57237139499141	74.7565429093122	74.2991226280351	32.9927507277813	56.6059131582203	13.5586942565065	31.9168347258235	59.6368138671069	6.9750603378922	18.1596541497009	36.8383239084083	14	19.7916157119797	71.9479285442797	12.0976744186047	29.9745890162319	5.81622678396872	66.6489267340784	12.0275166470819
OTU_51	32.2017530827515	46.2388957875633	8.86963501581756	47.4296149045352	12.8742978888243	12.4107223578338	30.7821059038344	128.549275658029	56.0876762372282	16.0879963712837	112.037631487975	88.1182176125996	90.946141147338	36.4253150978815	47.9414869552104	41.5268378603875	36	12.7231815291298	164.766248574686	19.4906976744186	19.4834828605507	70.6256109481916	196.101649813731	33.9600470035253
OTU_56	11.4495122072005	144.23774954628	22.5152273478446	44.757523923998	34.1448770094906	56.1748485670373	13.8205373445787	24.766374209345	18.1460129002797	4.17096202218465	44.2441602054422	8.32613079804091	6.70914156004953	99.9758648431215	6.53747549389232	3.34893853712802	21	14.8437117839847	38.9946788293425	34.2767441860465	100.414873204377	107.184750733138	15.3805215540181	53.0625734430082
OTU_37	25.0458079532511	101.44951762346	19.7861088814392	6.68022745134298	68.2897540189812	20.2490733206762	54.6539431353795	108.500306059988	4.12409384097266	8.34192404436931	307.568274976542	19.4276385287621	187.110503508048	48.8254223652454	23.2443573116172	2.67915082970242	33	60.7885339725089	164.217027746104	17.4744186046512	86.1769434216667	107.184750733138	124.966737626397	449.97062279671
OTU_78	25.0458079532511	5.52106218358965	64.8165635771283	112.895843927696	11.1950416424559	65.9727872705904	20.1025997739327	34.7908590083656	14.8467378275016	16.0879963712837	29.9718504617512	16.6522615960818	10.4364424267437	0	42.1303976273061	14.7353295633633	23	15.5505552022697	0.549220828582288	4.03255813953488	8.24301197946378	75.6109481915934	0	35.3750489620055
