#OTU ID	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
Zotu7549	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	5	2	0	0	5	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0
Zotu8983	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	2	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
Zotu8638	1	2	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1375	19	85	1	0	13	0	0	0	13	8	3	0	0	0	0	28	0	0	4	53	3	9	0	10	0	28	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	14	0	2	0	0	0	0	1	11	0	11	0	1	0	1	0	4	6	0	0	0	0	0
Zotu7655	6	4	5	0	2	0	2	2	0	4	0	0	0	0	0	0	2	0	0	5	0	3	0	0	0	2	0	0	0	3	0	0	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu126	2	11	0	0	93	0	0	21	30	27	8	378	408	260	214	6	5	14	12	34	10	0	0	0	24	3	0	4	6	0	4	28	35	10	2	6	40	12	10	10	28	5	41	8	92	319	411	429	4	1	0	7	0	12	4	33	0	2	19	31	35	2024	1	807
Zotu5215	3	11	2	0	3	0	0	0	2	7	0	1	0	0	0	0	1	0	0	3	4	0	3	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0
Zotu5927	1	0	1	0	0	0	0	1	1	0	0	0	0	2	3	2	0	3	2	0	0	0	0	0	0	0	0	0	0	5	1	0	10	0	0	0	0	1	0	2	2	0	0	0	1	0	1	8	0	4	0	0	0	0	0	1	0	3	0	0	0	0	2	3
Zotu1453	8	38	0	0	20	0	0	8	31	7	0	0	0	0	0	6	2	5	4	31	1	1	1	0	0	23	15	0	2	0	0	0	0	1	3	2	10	5	0	9	2	4	1	1	0	0	0	0	5	3	0	3	0	0	0	2	2	2	0	1	0	0	0	0
Zotu1263	1	0	7	0	20	5	0	52	21	2	0	0	0	0	0	1	1	7	6	0	0	0	0	0	2	2	0	5	0	0	0	0	0	7	9	0	4	83	3	2	5	6	1	0	0	0	0	0	5	8	0	1	14	4	0	0	5	0	0	0	0	0	0	0
Zotu3857	2	3	2	0	2	0	0	0	9	2	2	0	0	0	0	1	0	1	1	13	0	0	0	13	0	7	0	0	0	0	0	0	0	2	0	0	2	10	0	2	0	4	0	0	0	0	0	0	0	4	0	0	1	2	0	3	2	0	0	0	0	0	0	0
Zotu10362	2	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Zotu8176	2	6	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Zotu1323	2	1	0	0	7	0	4	6	3	2	9	2	4	6	2	2	0	0	2	3	0	0	0	0	2	0	0	5	0	55	13	32	2	4	0	0	7	2	1	0	6	0	3	4	47	31	22	8	0	1	0	4	0	0	0	3	0	1	0	3	8	0	14	13
Zotu673	1	4	0	0	15	1	0	8	23	2	0	37	29	46	70	0	0	0	1	15	0	0	0	0	0	0	0	1	0	40	51	15	101	3	2	0	13	5	5	2	5	5	6	0	40	17	24	50	0	4	0	4	2	4	0	11	0	1	0	5	2	5	4	32
Zotu1097	2	1	0	0	3	0	0	4	1	3	5	15	12	51	0	4	0	1	2	0	2	0	0	0	0	2	0	0	0	0	0	0	17	2	1	0	0	1	4	2	0	1	3	1	9	55	24	2	0	4	0	3	0	4	0	9	0	2	0	0	0	15	36	58
Zotu28	102	1595	2748	0	1617	1994	0	0	0	0	0	0	0	0	0	1208	4490	13	0	0	0	39	7676	0	295	2603	370	212	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	48	0	0	0	8192	0	0	0	13	0	0	0	0	0	0
Zotu3386	3	13	5	0	6	0	1	1	9	5	0	0	0	0	0	6	0	0	1	18	0	0	2	0	0	11	2	0	0	0	0	0	0	0	2	0	1	4	2	8	0	3	2	2	0	0	0	0	7	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0
Zotu4418	3	7	3	0	5	0	2	0	5	2	0	0	0	0	0	0	0	0	2	3	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Zotu268	3	8	0	3	55	0	1	30	63	7	7	3	3	160	29	10	1	7	6	29	10	3	3	11	7	0	2	4	0	39	14	149	122	23	9	4	62	54	35	14	26	11	67	5	34	133	85	12	10	10	4	33	2	31	4	45	1	2	2	8	107	61	57	84
Zotu170	1	15	2	0	102	1	1	42	61	30	17	49	65	65	100	10	5	12	29	35	16	0	0	4	8	0	6	2	7	121	95	124	195	36	11	14	64	63	38	22	28	28	70	10	146	181	71	39	8	21	6	48	4	37	5	41	5	7	4	12	187	236	53	54
Zotu6113	9	4	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	2	9	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1114	7	83	1	0	6	0	1	1	12	2	0	0	0	0	0	10	0	4	2	14	0	2	1	0	2	0	9	0	0	0	0	0	0	0	0	0	9	12	2	17	4	2	4	2	0	0	0	0	68	0	3	11	0	4	0	4	0	1	2	0	0	0	0	0
Zotu119	5	7	0	0	20	0	2	17	18	7	4	15	39	289	758	8	0	1	3	22	2	0	0	1	1	10	0	3	4	507	166	225	50	14	2	3	21	32	40	6	16	14	29	4	888	3	287	588	8	24	2	19	0	14	4	12	1	7	5	11	65	153	470	243
Zotu1243	7	47	3	0	6	0	3	4	31	12	0	0	0	0	0	9	0	5	1	27	3	4	5	1	2	13	16	0	1	0	0	0	0	2	1	0	10	10	2	4	7	12	2	1	0	0	0	0	14	4	1	6	2	5	2	17	2	2	3	0	0	0	0	0
Zotu81	11	26	0	4	165	0	7	80	107	43	16	149	204	196	488	12	16	32	37	88	24	0	6	11	23	6	9	4	10	476	285	507	675	72	27	22	131	82	91	42	70	56	173	25	569	548	315	129	12	49	12	122	4	82	7	103	9	25	15	22	952	849	172	196
Zotu11201	1	16	0	0	2	0	1	0	0	8	5	0	0	0	0	4	0	3	3	2	1	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	4	0	1	2	0	0	3	0	0	0	0
Zotu37	1	0	2627	2710	721	3951	2	263	65	4	1	0	0	0	0	0	1105	1685	258	1	0	0	0	5297	1053	1894	32	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu44	2	1	9	0	89	0	2659	0	1	5320	484	0	0	0	0	0	0	0	0	460	73	0	0	0	0	0	5	0	1293	0	0	0	0	0	0	0	0	0	0	0	0	2	0	133	0	0	0	0	37	506	0	0	1738	0	0	0	5816	0	0	0	0	1	0	0
Zotu513	1	1	0	2	62	2	0	13	39	15	6	26	21	44	22	2	0	1	6	15	2	0	0	2	10	1	0	1	3	36	12	15	19	15	6	3	34	24	7	5	25	8	28	6	6	70	9	13	0	7	0	18	0	7	0	35	0	0	3	8	16	8	43	16
Zotu416	2	8	0	3	56	0	2	23	56	10	4	98	88	47	16	9	5	5	16	30	7	0	0	4	7	0	1	5	1	10	52	53	109	18	1	2	32	16	21	12	15	8	43	3	7	17	6	4	3	10	0	17	0	20	2	10	1	0	5	2	7	30	19	14
Zotu549	2	2	2	0	12	0	0	7	8	3	1	0	2	0	0	5	0	8	8	49	6	0	0	0	0	0	0	0	17	0	0	11	8	21	9	3	38	65	70	9	14	28	93	7	4	1	0	2	7	42	0	12	3	22	0	8	15	5	3	0	0	0	0	0
Zotu5384	6	4	0	0	4	0	0	2	4	3	0	0	0	0	11	2	0	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Zotu103	7	29	4	2	254	0	13	59	95	41	13	225	113	195	17	37	13	12	17	76	33	1	3	7	10	8	3	11	9	439	92	805	453	93	30	14	185	162	129	47	93	77	129	18	197	507	191	177	7	61	10	116	1	70	9	145	8	22	15	17	221	308	271	158
Zotu2779	2	0	0	0	1	0	0	3	2	0	0	2	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	18	5	28	0	2	0	3	2	0	0	0	0	0	0	0	2	28	4	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	2
Zotu422	4	0	0	2	18	0	0	29	27	12	3	2	2	1	1	3	0	6	6	50	10	0	0	5	2	2	2	2	3	7	0	9	34	42	9	6	74	56	28	33	55	22	51	3	11	7	4	12	1	163	3	33	14	22	1	20	4	21	1	10	0	7	5	1
Zotu1006	9	34	4	0	6	0	0	6	40	5	1	0	0	0	0	7	2	3	3	31	1	4	2	0	3	6	1	0	3	2	0	0	47	15	6	3	4	45	10	6	6	10	4	5	0	6	0	0	1	10	5	7	12	9	1	4	2	1	1	4	0	1	1	0
Zotu252	2	2	1	0	96	2	3	35	64	32	3	92	59	133	22	6	3	6	19	42	9	2	0	7	6	6	2	6	7	183	42	35	24	36	12	1	68	37	35	16	36	30	78	13	31	113	33	12	0	27	2	50	1	22	3	61	2	5	3	12	45	66	167	37
Zotu11798	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Zotu55	34	812	991	0	849	678	0	0	0	0	0	0	0	0	0	617	2412	3	0	0	0	8	2933	0	92	1055	141	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	52	0	0	0	3930	0	0	0	5	1	0	0	0	0	0
Zotu1989	6	46	4	0	5	0	1	0	4	8	0	0	0	0	0	8	0	1	0	11	1	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	3	0	0	0	0	0	34	2	0	6	0	2	0	4	0	0	1	0	0	0	0	0
Zotu5340	1	0	0	0	2	0	0	3	4	0	0	1	0	0	0	0	1	1	5	2	0	0	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	2	2	1	1
Zotu596	1	8	0	0	41	0	1	3	20	0	1	1	3	22	2	5	0	0	3	15	2	0	0	3	2	0	2	3	0	3	14	0	278	5	5	0	16	10	4	3	2	3	12	1	39	1	80	1	0	3	0	9	0	7	0	8	0	0	1	7	99	11	4	9
Zotu180	1	10	7	0	96	0	10	79	85	23	12	151	112	194	47	4	3	18	28	73	13	0	2	24	14	16	0	4	2	295	62	82	58	34	11	9	91	36	73	30	44	40	172	12	82	249	93	38	0	19	11	64	2	28	7	63	7	6	9	18	86	112	223	124
